Route ID;Step ID;Town A;Town B;Distance;Driver name
162512;8;CHAMPEON;COMMER;15.623;Vladimir IVANOV
131271;8;ST CALAIS;SAVIGNY SUR BRAYE;8.766;Yvan BRAUN
31670;17;CREMIEU;ST MARCEL BEL ACCUEIL;9.352;Denis PAVLOVA
192272;20;CHAVANATTE;MEROUX MOVAL;12.407;Eva SCHNEIDER
292949;1;MANDUEL;MAYRINHAC LENTOUR;241.41;Sandra MEIER
214846;12;PREMEYZEL;LEYMENT;38.616;Andrey BROWN
251420;14;BUEIL;COMBS LA VILLE;88.432;John SANTOS
233388;4;ST AOUSTRILLE;ISSOUDUN;5.588;Vladimir WOLF
157103;14;TEMPLE LAGUYON;CHOURGNAC;3.459;Martin JONES
67996;18;CLIRON;LONNY;2.005;Maria SILVA
12916;9;COULADERE;CARBONNE;15.467;Yuliya HUBER
235301;6;APACH;KIRSCHNAUMEN;7.193;Rosa KARLSSON
223903;20;PERIGNY;LANDES LE GAULOIS;10.576;Petra ZIMMERMANN
110403;26;PAYRIN AUGMONTEL;ESCOUSSENS;11.243;Elisabeth FERNANDEZ
132940;26;ST AQUILIN;ST VINCENT DE CONNEZAC;7.974;Andreas KARLSSON
229649;14;JOUE DU BOIS;ST CALAIS DU DESERT;10.528;Sergey BAUER
160318;3;MERINDOL LES OLIVIERS;ST MARCELLIN LES VAISON;6.555;Claude SMIRNOV
130642;25;ST MARTIN DU TARTRE;ST VALLERIN;6.251;Valentyna SCHÄFER
237497;10;ST GENEST DE CONTEST;CAZALS;54.757;Andrei DAVIES
109485;4;AMOROTS SUCCOS;MONCAYOLLE LARRORY MENDIBIEU;26.242;Mariya PAVLOVA
6056;18;DOLLOT;LATRECEY ORMOY SUR AUBE;134.509;Sandra WEBER
95291;5;SASSEVILLE;VEAUVILLE LES QUELLES;5.121;Marta ROBERTS
21733;8;PAILLE;MONTIGNAC CHARENTE;44.594;Mario MOROZOVA
173942;28;ST CHRISTOPHE DES BOIS;COMBOURTILLE;4.87;Andrey SCHULZ
25278;31;COURMEMIN;ROUGEOU;13.651;Andrea SHEVCHENKO
128604;14;MONTEGUT;MORMES;9.594;Michael THOMAS
290161;3;VENOY;LUCY SUR YONNE;32.982;Marie MARTIN
101779;30;CHIS;LALOUBERE;10.447;Alexander MEYER
271899;2;COUQUEQUES;MONTMERAC;50.377;Mária KUZNETSOV
215066;17;BOULIGNY;BEZONVAUX;20.946;Thomas GUTIERREZ
294147;18;YGOS ST SATURNIN;OUSSE SUZAN;6.111;Nikolay SANTOS
111273;19;BERCHERES SUR VESGRE;LA BOISSIERE ECOLE;19.102;Tatyana KUZNETSOVA
207757;14;BAHUS SOUBIRAN;DUHORT BACHEN;5.351;Pavel KUZNETSOVA
208988;21;ARBANATS;ST MICHEL DE RIEUFRET;6.058;Tomasz BONDARENKO
185142;5;NOYAL PONTIVY;KERFOURN;4.487;Tatiana WILSON
20515;25;ST FELIX DE L HERAS;POMPIGNAN;44.237;Andrea KRAVCHENKO
117317;28;TEYRAN;ASSAS;3.767;Vera NOWAK
193225;9;FESCAMPS;LABERLIERE;9.18;Vera KUZNETSOV
21984;8;AVRIEUX;AUSSOIS;8.721;Marie NIELSEN
253732;11;BRIE ET ANGONNES;SEYSSINS;8.85;Valentina NOVIKOVA
193898;16;LE SEL DE BRETAGNE;POLIGNE;5.955;Marta VASILEVA
60225;15;CONNERRE;ST MARS D OUTILLE;22.271;Jean THOMAS
269561;6;AUZANCES;LE COMPAS;4.897;Darya ZIMMERMANN
179119;7;ST DENIS DE GASTINES;VAUTORTE;6.43;Hans MILLER
98492;2;REAL;CARCANIERES;7.599;Elisabeth KUZNETSOVA
201107;11;TREBAN;CABANES;11.833;Valentina RICHTER
174720;7;VOID VACON;MAXEY SUR VAISE;16.305;Piotr PETROVA
291901;9;TURCKHEIM;BOUZANVILLE;90.6;Nikolay BAUER
282499;8;MAZIERES EN GATINE;VOUHE;6.73;Thomas RODRIGUEZ
175517;1;LURBE ST CHRISTAU;ESCOT;4.476;Antonio HANSEN
149511;26;LE DOURN;CONNAC;9.849;Paul MORENO
8619;27;CAVEIRAC;VAILHAUQUES;47.322;Laura PETROV
25630;22;AUBOUE;MEXY;35.141;Robert ROBERTS
26347;1;THEZA;CORNEILLA DEL VERCOL;1.935;Dmitriy SCHÄFER
117587;9;ST SULPICE LES BOIS;AMBRUGEAT;10.021;Mariya IVANOVA
264185;18;BOISSET;ST BAUZILLE DE PUTOIS;102.455;Ekaterina GOMEZ
118990;3;MONTCLAR;MALVES EN MINERVOIS;21.236;Francesco POPOV
77790;32;SAZERAY;NOUZERINES;8.142;Hans ROSSI
21794;15;ST GERME;LA BARTHE DE NESTE;78.943;David KUZNETSOVA
209556;4;SAUVETERRE DE ROUERGUE;GRAMOND;4.585;Igor THOMAS
181275;6;ROINVILLE;VILLECONIN;5.81;Tatiana NIELSEN
109266;26;STE MARIE DU BOIS;ST PATRICE DU DESERT;16.252;Antonio MOROZOVA
225437;1;MOULINET;LA BOLLENE VESUBIE;5.738;Anna POPOVA
287221;5;ARGANCHY;ST SAMSON;42.426;Oksana KRAVCHENKO
235716;18;ROCHEBRUNE;VOLVENT;28.32;Ekaterina SMITH
196308;22;GIVREZAC;LUYNES;226.868;Mariya GONZALEZ
283538;13;ST MARCEL BEL ACCUEIL;ST RAMBERT EN BUGEY;37.06;Giovanni ROBERTS
111094;12;BLANCHE EGLISE;BACOURT;25.141;Angela KRAVCHENKO
162027;13;MONT ST MARTIN;FONTANIL CORNILLON;3.113;Monika ALONSO
43974;8;ST SERNIN DU BOIS;CHAMPAGNY SOUS UXELLES;37.976;Richard SILVA
88738;5;GOUZENS;FORNEX;5.091;Jose EVANS
187062;2;SOLUTRE POUILLY;ROMANECHE THORINS;11.612;Ana KARLSSON
141584;29;CLERMONT LE FORT;LABATUT;22.742;Anton SMITH
298777;17;AUVERS;CLAVIERES;6.342;Mario KOVÁCS
293914;2;CHAVOY;ST GEORGES DE REINTEMBAULT;25.895;Monika IVANOVA
111204;14;ANSAN;BIVES;16.048;Paul RUIZ
32074;21;BESSY;PLANCY L ABBAYE;5.692;Darya BECKER
293323;16;WOUSTVILLER;NEUFGRANGE;4.406;Christine HOFFMANN
144289;10;BARZUN;BENAC;14.931;Serhei PETROVA
237004;11;CONDE NORTHEN;LUPPY;20.418;Christine ROSSI
146827;16;VEZAC;BIO;49.099;Roman JIMENEZ
72290;12;TOURVILLE LA RIVIERE;CANTELEU;12.996;Tomasz RUSSO
29114;17;SERBANNES;ENVAL;32.318;John MAGOMEDOV
195989;11;VILLERS LE TILLEUL;VILLERS SUR LE MONT;5.359;Mária SHEVCHENKO
244042;21;OUCQUES LA NOUVELLE;LHOMME;53.752;Marie MUÑOZ
64223;18;ST AUBIN DES BOIS;LA BLOUTIERE;9.556;Thomas RODRIGUEZ
47951;18;PUSY ET EPENOUX;COLOMBIER;5.17;Juan PEREZ
19826;24;CHASSAGNE;LAVOUTE CHILHAC;46.462;Marina VOLKOVA
87494;8;ST MAURICE LE GIRARD;LA JARRIE AUDOUIN;72.051;Nikolay GONZALEZ
201936;12;MARCELLUS;BROUQUEYRAN;20.155;Denis RUSSO
209150;43;UZESTE;AIGNAN;88.58;Patrick KLEIN
23264;11;VALLEES D ANTRAIGUES ASPERJOC;ST PRIVAT;11.709;Lyubov MOROZOVA
132025;13;LA FORCE;PARCOUL CHENAUD;43.151;Robert KOVALENKO
147267;10;CHARLY SUR MARNE;MONTFERMEIL;53.988;Werner WEBER
75113;14;QUISSAC;ST THEODORIT;7.497;Claude WILSON
88673;7;OISSEAU LE PETIT;PERAY;24.484;Aleksey MÜLLER
268169;9;ST GERMAIN DU PINEL;BALLOTS;14.042;Valentyna MÜLLER
44741;19;ST ESTEPHE;VENDAYS MONTALIVET;27.463;Angela PEREIRA
146203;12;SALLES DE BELVES;PARRANQUET;15.786;Christine FERREIRA
96668;2;LA BOSSE;TIGNES;570.709;Hans POPOVA
214703;11;VINCELLES;SERINGES ET NESLES;14.126;Elisabeth WILLIAMS
259807;4;ST NICOLAS DE LA HAIE;HAUTOT LE VATOIS;11.351;Monika SMIRNOVA
53678;5;GAMARDE LES BAINS;BALIRACQ MAUMUSSON;54.272;Nykolai NAGY
139383;19;LEZINNES;ETOURVY;16.79;Andrea PEREZ
16782;2;DURENQUE;PONT DE SALARS;20.894;Marta JIMENEZ
199732;13;LAFRESGUIMONT ST MARTIN;FOUILLOY;10.231;Claude SCHMIDT
176337;20;VILLEDOMER;VILLEBAROU;34.657;Christian EVANS
43109;18;VAUVILLE;BRANVILLE;5.154;Daniel BAUER
249578;14;CELSOY;GOUMOIS;127.268;Andreas ALVAREZ
136060;13;SEVRES ANXAUMONT;NOUIC;66.796;Martin WILLIAMS
217453;23;ST BONNET LAVAL;ST JEAN ET ST PAUL;112.484;Maksim JOHNSON
5220;13;CHENECEY BUILLON;SALAGNON;170.326;Sandra HANSEN
292992;2;ETAULES;BREUILLET;4.758;Andrei NIELSEN
272134;24;CERANS FOULLETOURTE;LA SUZE SUR SARTHE;5.9;Michael GONZALEZ
248795;25;TRANZAULT;MEUSNES;74.458;Piotr POPOV
80842;22;GALEY;ARGEIN;7.681;Maryia POPOVA
231999;24;VERTAIZON;ESPIRAT;4.674;Francisco PEREIRA
200084;8;CHALEZEULE;CERNANS;37.196;Serhei WOLF
38008;29;JONS;ANNOISIN CHATELANS;17.08;Ekaterina DIAZ
51586;12;TRIQUEVILLE;FORT MOVILLE;2.566;Marta DAVIES
229067;17;BEAUVOIR EN ROYANS;PRESLES;5.073;Irina THOMAS
232726;10;THUREY LE MONT;VALLEROY;1.457;Giuseppe BONDARENKO
146983;3;CHARENS;ST PERAY;69.965;Vladymyr SOKOLOVA
97764;4;FOUGAX ET BARRINEUF;RAISSAC;10.254;Dmitriy SCHÄFER
133658;11;ST PIERRE DU PERRAY;MONTIGNY LENCOUP;42.875;Denis FISCHER
255795;20;STE TULLE;QUINSON;21.739;Brigitte KRAVCHENKO
62703;10;ST CHRIST BRIOST;ESTREES DENIECOURT;7.599;Anna WILSON
262710;16;AIGLUN;CHAUDON NORANTE;16.369;Christian VARGA
46911;1;OUISTREHAM;CRICQUEVILLE EN AUGE;14.268;Patrick ROSSI
152852;22;LAMNAY;THORIGNE SUR DUE;16.455;Martin GOMEZ
288310;8;ERNEMONT BOUTAVENT;ULLY ST GEORGES;49.684;Juan TÓTH
119947;36;ST THOMAS EN ROYANS;ST FIRMIN EN VALGODEMARD;64.487;Vera NOWAK
88289;3;AVANCON;TREMINIS;39.93;Andreas JIMENEZ
199443;36;SERIGNE;STE HERMINE;18.029;Juan TAYLOR
22190;8;UNCEY LE FRANC;MARCIGNY SOUS THIL;15.352;Yuliya COSTA
240926;2;ST GIRONS;SERRES SUR ARGET;28.601;Marina MARTINEZ
141036;18;ST GEORGES BLANCANEIX;LARTIGUE;156.586;Thomas RAMOS
231208;8;ST PAUL DE VARCES;AUTRANS MEAUDRE EN VERCORS;13.315;Jose HERNANDEZ
164365;16;COURCELLES SUR SEINE;SAVINS;154.176;Werner MOROZOVA
3808;3;ST JULIEN EN BORN;PONTENX LES FORGES;22.276;Klaus COSTA
28391;6;ADAMSWILLER;DURSTEL;1.697;Richard TÓTH
32864;12;LOUBERS;CAMPAGNAC;4.409;Peter POPOVA
52624;16;CORVEISSIAT;PEYRIAT;11.538;Anne GONZALEZ
237609;29;ESTIVAUX;CHAMBOULIVE;20.674;Olha JONES
5029;23;WAMIN;WILLEMAN;9.476;Barbara VASILEVA
183138;28;VILLERS FRANQUEUX;VIEL ST REMY;51.229;Ana HERNANDEZ
100005;20;VERDERONNE;MOGNEVILLE;2.237;Antonio ALVAREZ
269461;22;CORENC;LA SALLE EN BEAUMONT;41.516;Mariya MOROZOVA
36351;16;POLIENAS;CHARNECLES;10.892;Elena TAYLOR
150292;9;STOSSWIHR;LE MENIL;24.05;Mariya HUBER
212296;31;VAL DE VIERE;ST GIBRIEN;37.153;Tatiana KARLSSON
29073;5;ST MARCELLIN LES VAISON;ST ROMAIN EN VIENNOIS;2.719;Nadezhda SMIRNOVA
72054;3;ST MAURICE EN COTENTIN;ST PIERRE D ARTHEGLISE;2.743;Christine JOHNSON
148698;12;ST FLORENT SUR AUZONNET;STE CECILE D ANDORGE;10.108;Yuliya TÓTH
238124;19;ST JACQUES D ATTICIEUX;SABLONS;9.574;Aleksey PETROV
242133;6;LAIZE;BLACE;40.818;Ekaterina RAMOS
75711;2;VALEYRAC;CHENAC ST SEURIN D UZET;11.085;Irina MARTINEZ
215860;26;LA FORCLAZ;GOUX SOUS LANDET;99.373;Yvan JOHNSON
106130;17;VONGES;CHAMPAGNEY;8.834;Aleksandr TÓTH
94301;11;OFFRANVILLE;THIL MANNEVILLE;4.544;Anna MUÑOZ
196954;5;TORCY;LISSES;33.067;Olga JOHANSSON
137875;28;LA TOMBE;BOISVILLE LA ST PERE;103.234;Barbara GARCIA
228021;15;THEUVILLE;ST JEAN PIERRE FIXTE;56.154;Marie BAUER
45766;9;MASEVAUX NIEDERBRUCK;ETUEFFONT;8.04;Oksana NAGY
214519;13;MARCILLY EN GAULT;VEILLEINS;14.312;Oksana SZABÓ
264414;19;THIGNONVILLE;BAULNE;29.179;Yvan VOLKOVA
34317;6;BONNECOURT;LA ROMAINE;55.923;Jan MILLER
109914;3;MONTFRIN;SANILHAC SAGRIES;16.427;Igor BONDARENKO
217682;16;CONLIEGE;PERRIGNY;2.976;Francisco ALONSO
24186;6;SOUSTONS;SEIGNOSSE;7.714;Elena MARTINEZ
162692;5;HELLEAN;TREAL;24.046;Patrick GUTIERREZ
180734;5;FRANCLENS;COLOMIEU;37.484;Christian PAVLOVA
250995;15;SAVIGNARGUES;BRAGASSARGUES;5.956;Elena SILVA
39818;17;BOULLAY LES TROUX;LA QUEUE LES YVELINES;24.986;Marta SANTOS
210468;9;THEZAC;MEURSAC;3.629;Ivan NAVARRO
236217;16;ROSNAY;THIRE;22.475;Thomas SOKOLOVA
294041;15;GURGY LE CHATEAU;ARCONVILLE;39.354;Tatyana RAMOS
92587;11;JUMELLES;MAULETTE;33.022;Angela GARCIA
170338;8;FOUCART;NORVILLE;15.312;Jean SMIRNOV
184419;16;FOURNEAUX;LA CHAPELLE SUR COISE;36.918;Sergey KLEIN
158946;23;NOAILLAC;CABARA;36.592;Thomas ROSSI
31895;7;ORCINES;GERZAT;13.01;Mario SHEVCHENKO
101744;32;LOUZES;DOMFRONT EN POIRAIE;72.001;Darya KUZNETSOV
26760;6;TRAVAILLAN;MARUEJOLS LES GARDON;65.162;Jean RUIZ
178803;27;ST PIERRE;MIRAMBEAU;67.83;Vladimir KARLSSON
12823;25;LE ROULIER;ST ETIENNE LES REMIREMONT;14.204;Maryia FERREIRA
200868;27;ST NECTAIRE;PLAUZAT;12.134;Aleksandr MAGOMEDOV
4027;3;ALZING;MEGANGE;10.331;Aleksey JOHNSON
262045;26;ST ETIENNE LE LAUS;LE REVEST LES EAUX;148.576;Sandra SZABÓ
41305;9;BRAYE SOUS FAYE;VILLEPERDUE;33.544;Valentina MÜLLER
292527;4;QUEMENEVEN;ST SEGAL;14.0;Tomasz SCHULZ
186387;28;BOUGEY;STE REINE;32.185;Vera PETROVA
22111;13;PINOLS;LA CHOMETTE;21.864;Mario PETROVA
193497;10;CIREY SUR VEZOUZE;NONHIGNY;5.759;Lyubov NAVARRO
31517;19;COMMENAILLES;LA CHARME;9.591;Marta MEIER
187558;10;DANESTAL;DRUBEC;5.222;Elisabeth MARTIN
245971;15;FULIGNY;LA ROTHIERE;9.068;Yuliya MEYER
175282;28;CHAPELON;BROUY;38.725;Claude KLEIN
127410;11;ST JULIEN MONT DENIS;LES BELLEVILLE;10.5;Andrea POPOV
133044;5;ASTE;BERNAC DEBAT;19.071;Vasylyi LOPEZ
180522;1;BONNEVILLE LA LOUVET;LE TORPT;7.716;Giuseppe JENSEN
201126;2;BIAS;ST JULIEN EN BORN;5.121;Alina MUÑOZ
193219;34;LES ORMES;USSEAU;13.011;Marie VARGA
201928;7;AGRIS;HAUTEFAYE;30.202;Giovanni SCHÄFER
27736;11;JUNAS;VIOLS EN LAVAL;30.375;Anna KOVÁCS
105870;2;TOSSE;SAUBION;2.979;Anne NAGY
234683;35;FOURNETS LUISANS;PREMANON;82.44;Nadezhda POPOVA
160609;2;PUY SANIERES;MONTGARDIN;16.192;Lyubov NIELSEN
67256;21;BREVILLERS;BEUVREQUEN;82.018;Nadezhda ROMERO
66009;27;BEAUZAC;LES HALLES;57.665;Andrei GARCIA
282152;12;LOUVIE SOUBIRON;ARBEOST;6.085;Martin JENSEN
83947;1;NANTOIS;MENAUCOURT;3.637;Claude ROMERO
127675;8;PUYLOUBIER;ROUSSET;5.792;Valentyna KOCH
186105;19;ST CIERS SUR GIRONDE;ORDONNAC;13.692;Andreas PETROVA
257819;17;LE BOUCHAGE;ST SORLIN DE MORESTEL;5.617;Mikhail RUIZ
25942;31;VAL DE VIE;LES CHAMPEAUX;7.705;Anton SHEVCHENKO
114630;9;CHOMELIX;EGLISENEUVE DES LIARDS;46.306;Maria FERRARI
218244;19;NEBING;INSMING;7.313;Vladymyr FERREIRA
224275;20;ST BERAIN;VERGEZAC;8.263;Andrei RUSSO
29852;25;LUANT;BRASSY;189.638;Giovanni MORENO
34083;17;CAZAUX VILLECOMTAL;BLOUSSON SERIAN;2.018;Michael SILVA
115276;10;LABATHUDE;NEUVILLE;43.541;Klaus JONES
73883;12;VEROSVRES;ST VINCENT DES PRES;12.544;Paul MORENO
121726;17;NEVIAN;ST CHINIAN;24.472;Michel ALVAREZ
181152;16;MECQUIGNIES;PONT SUR SAMBRE;5.323;Vera GOMEZ
141473;19;MONTPON MENESTEROL;COUTRAS;20.661;Vladimir KOVALENKO
124938;11;POILLE SUR VEGRE;GUECELARD;31.086;Oksana RODRIGUEZ
288315;16;MORTERY;MONTGENOST;25.429;Olga HUBER
67066;19;VALLEREUIL;BOUCAU;233.426;Marta ROBERTS
220162;7;VILLETTE LES ARBOIS;ABERGEMENT LE GRAND;5.381;Nikolay ANDERSSON
128913;6;REUX;ST PHILBERT DES CHAMPS;11.431;Denis JONES
154779;6;CASTERA VIGNOLES;MONTBERNARD;3.273;Christian SMITH
12433;14;ORNON;MIRIBEL LES ECHELLES;48.59;Aleksandra KOCH
188479;23;CINTRE;MONTERFIL;9.46;Claude KLEIN
64178;11;CRESTET;UCHAUX;22.692;Ana NOVIKOVA
213058;9;MONTJEAN;BIOUSSAC;13.527;John HOFFMANN
132320;3;BLIES EBERSING;GROSBLIEDERSTROFF;9.898;Francisco SMIRNOV
194963;17;BEAUMONT EN BEINE;ABBECOURT;10.337;David WEBER
284601;2;LE GRAND VILLAGE PLAGE;LE VERDON SUR MER;38.076;Mária HANSEN
21118;3;BELIN BELIET;MOUSTEY;11.262;Sandra SMIRNOV
92265;3;BARST;TORCHEVILLE;17.986;Petra BROWN
187628;37;CHALAIS;POUILLAC;23.365;Monika FERRARI
133416;3;LA VERDIERE;PIERRERUE;36.372;Marie KUZNETSOV
109492;9;MANTILLY;LA COULONCHE;29.186;Rosa TÓTH
141433;15;MASSEUBE;BELLEGARDE;3.77;Giovanni SHEVCHENKO
165936;16;GEVRESIN;LENT;24.254;Yvan KOVÁCS
254485;3;LAVAUFRANCHE;ST MARTIAL LE MONT;31.661;Sandra BAUER
154192;6;TALLOIRES MONTMIN;MASSINGY;25.556;Maryia KUZNETSOV
60198;12;GAJA ET VILLEDIEU;LIMOUX;5.486;Laura SMIRNOVA
103292;17;NORON L ABBAYE;VIGNATS;11.617;Jean POPOV
78517;18;ROUSSILLON;MARGUERITTES;67.77;Mikhail JOHANSSON
124089;26;DOURLERS;BERSILLIES;17.073;Evgeniy RUSSO
203455;21;LE QUESNEL AUBRY;HAUDIVILLERS;5.89;Francisco SHEVCHENKO
223010;3;BASSEMBERG;RORSCHWIHR;14.622;Ana KOVÁCS
1409;8;ST ELOY LES MINES;STE THERENCE;22.546;Aleksandra NIELSEN
282836;30;LES AUXONS;SANCEY;46.822;Nykolai BONDARENKO
252423;8;LIVERDUN;VILLERS LE SEC;57.16;Pavel TORRES
226203;7;ST HILAIRE LE VOUHIS;CHATEAU GUIBERT;14.707;Christian KOCH
265245;25;TRIAC LAUTRAIT;VIVONNE;86.126;Vera WEBER
147262;14;MERLAS;ST JOSEPH DE RIVIERE;8.7;Andrei HUBER
209011;28;ARESSY;REBENACQ;14.625;Andrea SMIRNOV
1960;7;AUTHIEUX RATIEVILLE;BRUERE ALLICHAMPS;328.279;Valentina ZIMMERMANN
223468;7;DONNAY;AMAYE SUR ORNE;16.074;Juan MARTINEZ
74222;1;CONCA;HAUT DU THEM CHATEAU LAMBERT;707.266;Christian MARTINEZ
137288;12;BONNEVENT VELLOREILLE;VILLERS CHEMIN MONT LES ETRELLES;6.802;Vera MORENO
239598;29;MONTAGNOLE;PORTE DE SAVOIE;8.093;Pavel TAYLOR
242393;12;CHOISY EN BRIE;STE GENEVIEVE DES BOIS;66.324;Elisabeth SMITH
257673;2;EFFINCOURT;PAROY SUR SAULX;2.554;Andrey DAVIES
239474;32;CHEVANNAY;VAUDES;94.182;Mario HANSEN
235275;16;BARREME;CASTELLANE;14.413;Vladymyr MUÑOZ
92699;13;DAMMARIE EN PUISAYE;LE MOULINET SUR SOLIN;27.754;Werner SANCHEZ
272259;11;MESNIL SUR L ESTREE;LE MESNIL FUGUET;35.481;Nykolai POPOV
70007;4;ST MARTIN DU FRENE;VILLEMOTIER;30.809;Lyubov SIMON
159775;21;MANTOCHE;BIONCOURT;165.524;Ana SOKOLOVA
186005;11;LA CHAPELLE SUR ERDRE;HERIC;14.346;John MEIER
274168;13;GEVILLE;MONTSEC;12.423;Peter KUZNETSOV
26540;2;MIRIBEL LES ECHELLES;ST ETIENNE DE ST GEOIRS;29.896;Christian SOKOLOVA
279463;19;LES AUTHIEUX DU PUITS;GODISSON;6.684;Patrick RICHTER
34923;4;SERIGNAN;CONILHAC CORBIERES;48.144;Claude SMIRNOV
256248;19;MOLOY;QUETIGNY;28.469;Vladymyr KOCH
185739;22;PAGNY SUR MOSELLE;LATOUR EN WOEVRE;18.971;Aleksey PEREIRA
172015;18;COULOMBS EN VALOIS;SILLY LA POTERIE;13.287;Sandra SCHULZ
142799;4;ORCEVAUX;LE VAL D ESNOMS;10.316;Marina PETROV
111483;2;AUDENGE;LE TEMPLE;16.656;Karin SMITH
240847;5;GRIGNAN;ST MARCEL LES SAUZET;19.807;David SCHULZ
114292;1;BIAS;ST MAGNE;65.141;Pavel SANTOS
207385;20;SAUVAGNAT;LAFAGE SUR SOMBRE;66.19;Maryia PEREZ
203459;15;CHAUFFOUR LES BAILLY;VILLY LE BOIS;16.442;Pavel RODRIGUEZ
132555;25;BALLOTS;PIRE CHANCE;29.636;Denis WOLF
55861;8;SAULMORY VILLEFRANCHE;SY;23.176;Maksim ANDERSSON
87898;4;COUDURES;LARRIVIERE ST SAVIN;9.864;Tatiana SCHÄFER
279377;15;SEYSSUEL;LOIRE SUR RHONE;4.97;Vasylyi MOROZOVA
184714;25;EZANVILLE;COYE LA FORET;14.244;Ana PEREZ
296140;1;DRUBEC;BEAUMONT EN AUGE;2.008;Anastasiya SZABÓ
166337;7;KERGRIST MOELOU;TREMARGAT;5.861;Tatyana NAVARRO
124217;27;LIERVILLE;FONTAINE EN BRAY;63.405;Andrea PEREIRA
116084;24;RIVES D ANDAINE;CHAMP HAUT;61.04;Serhei IVANOVA
132591;6;GABIAN;FOUZILHON;2.626;Valentina NIELSEN
167606;3;LE SEURE;BURIE;5.917;Hans MILLER
56992;13;CHAMBLAC;GOUFFERN EN AUGE;39.901;Sergey SOKOLOVA
241262;16;FONTANGES;PERET BEL AIR;55.888;Mariya MAGOMEDOV
232600;11;ST QUENTIN FALLAVIER;LAYS SUR LE DOUBS;142.881;Darya FERRARI
95288;20;BILHAC;BLAYMONT;102.369;Giovanni JOHNSON
128413;16;POUILLAT;CHAMPAGNAT;18.41;Tomasz TAYLOR
192113;5;SALERANS;SALEON;10.518;Roman JENSEN
215328;10;LEYMENT;LYON;40.15;Alina PEREZ
12737;13;DIEDENDORF;HONSKIRCH;7.548;Marie KLEIN
209464;25;VEBRON;CANS ET CEVENNES;8.663;Tomasz KRAVCHENKO
2510;13;ST AUNIX LENGROS;SAMSONS LION;21.089;Martin GOMEZ
272824;1;MONTHAULT;MOEZE;292.219;Evgeniy FISCHER
171191;3;LA LUZERNE;MAISONCELLES SUR AJON;38.024;Piotr ALVAREZ
69967;20;BLANDAS;VAISON LA ROMAINE;129.43;Ana KARLSSON
169017;13;FESCAMPS;EVIGNY;143.6;Mária SCHÄFER
125258;7;SORBIER;STE THERENCE;84.417;Klaus GONZALEZ
215067;7;AUMELAS;LIEURAN CABRIERES;16.88;Aleksandr MAGOMEDOV
152999;7;CASTELNAU D AUDE;VILLEDUBERT;21.134;Francisco BAUER
155833;15;BURSARD;LE CHALANGE;9.804;Yuliya KOCH
154189;3;MOIRANS EN MONTAGNE;CRENANS;3.075;Serhei RUIZ
248182;6;LA LATETTE;FORT DU PLASNE;16.838;Aleksey MEIER
203933;7;LARIVIERE;ANGEOT;2.249;Mariya RUSSO
90304;10;BREBAN;SOMPUIS;11.869;Juan KUZNETSOV
146686;7;SOUGE;STE SEVERE SUR INDRE;174.512;Nikolay SMIRNOVA
283946;1;BOUTX;ARGUT DESSOUS;5.168;Valentyna HUBER
163666;14;ST DENIS COMBARNAZAT;GRATENTOUR;293.01;Yuliya RUIZ
175692;13;BELVAL;CAMPROND;3.032;Andreas SOKOLOVA
80319;20;LUNAS;LE FLEIX;11.788;Jan SCHNEIDER
196377;3;EPPING;KERBACH;25.978;Alina MARTIN
288661;10;MIRABEAU;GINASSERVIS;16.444;Andrei PAVLOVA
126204;20;PRETIN;IVORY;3.766;Laura VARGA
211890;4;NEYRON;ST VALLIER;71.708;Anton ROMERO
292741;5;LEGE;ANGLIERS;91.143;John COSTA
2469;11;ST PAUL;ST PIERRE D ALVEY;6.616;Svetlana FERNANDEZ
82701;4;ST MARTIAL DE MIRAMBEAU;VILLEXAVIER;12.093;Marta JIMENEZ
120691;10;FONCINE LE HAUT;BIEF DES MAISONS;5.051;Vladimir KRAVCHENKO
179834;18;COLOMBIERS;LONRAI;2.766;Tatiana RAMOS
57149;29;MARCILLAC VALLON;VALADY;3.794;Laura SCHULZ
20883;17;COLLONGES SOUS SALEVE;ST HYMETIERE SUR VALOUSE;51.379;Serhei PETROVA
68335;21;GAVAUDUN;PONTCIRQ;29.596;Marta ROBERTS
102212;20;AIZENAY;FAYE SUR ARDIN;91.945;Eva KARLSSON
232834;14;VENDEMIAN;VAILHAUQUES;16.344;John MARTINEZ
88877;1;LEMENIL MITRY;SELAINCOURT;23.365;Igor HERNANDEZ
101783;9;VILLERS LES POTS;CHEVIGNY;10.37;Robert SILVA
26460;5;MESTERRIEUX;TAILLECAVAT;13.385;Elena WILLIAMS
50857;8;PUYGROS;LA MOTTE EN BAUGES;17.446;Vladimir HERNANDEZ
16183;7;AIGUILLES;CERVIERES;11.945;Ana VARGA
91646;20;BANVILLE;GACE;81.815;Yuliya SMIRNOV
939;4;FELICETO;L ESCARENE;191.767;Antonio ROMERO
955;9;LA ROCHEFOUCAULD EN ANGOUMOIS;YVRAC ET MALLEYRAND;8.37;Sandra MORENO
90542;3;BAVENT;CESNY LES SOURCES;31.635;Sergey ROBERTS
32335;8;APCHAT;ST BONNET DES BRUYERES;142.936;Elisabeth FISCHER
59405;18;ST ETIENNE DE LUGDARES;GARONS;104.324;Andrey GARCIA
271946;20;MAIGNAUT TAUZIA;AYGUETINTE;6.392;Maryia SCHNEIDER
